keyword,title,company,location,employment_type,industry,education,experience,salary,posting,expiration,url
노인,인천 논현동 24시간 입주요양사 구인 (독거 할아버지 케어),시온노인재가복지센터,인천 &gt; 남동구,"무기계약직,계약직",사회복지,학력무관,경력무관,월급 300만원,2025-07-28T14:31:54+0900,2025-08-27T23:59:59+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51409108&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
노인,오케이주간보호센터 간호조무사/물리치료사 채용공고,오케이주간보호센터,대구 &gt; 달서구,"정규직,계약직 (정규직 전환가능),무기계약직,계약직",사회복지,학력무관,경력무관,면접후 결정,2025-07-28T14:17:47+0900,2025-08-27T23:59:59+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51408912&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
노인,[단독건물 사용] 오케이주간보호센터 요양보호사 모집,오케이주간보호센터,대구 &gt; 달서구,"정규직,계약직 (정규직 전환가능),무기계약직,계약직",사회복지,학력무관,경력무관,면접후 결정,2025-07-28T14:14:37+0900,2025-08-30T12:00:00+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51408867&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
노인,경력직 사회복지사 구인합니다,에이원데이케어당산센터,서울 &gt; 영등포구,"무기계약직,계약직",사회복지,학력무관,경력1년↑,"연봉 2,640만원",2025-07-28T14:00:47+0900,2033-01-01T00:00:00+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51408683&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
노인,일산동구 밤가시마을 인근/ 4등급 할머니/요양보호사 구인합니다,참된재가노인복지센터,경기 &gt; 고양시 일산동구,"무기계약직,계약직,프리랜서",사회복지,학력무관,경력무관,면접후 결정,2025-07-28T13:52:15+0900,2025-08-31T23:59:59+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51408562&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
노인,서울 소재 요양원/주간보호센터 조리원 모집중,장원서울요양원,서울 &gt; 중랑구,"정규직,계약직 (정규직 전환가능),기간제,계약직",사회복지,학력무관,경력무관,면접후 결정,2025-07-28T13:41:42+0900,2025-08-27T23:59:59+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51408419&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
시니어,(주)메이크인 고용지원사업부 취업 컨설턴트(직업상담사) 채용,(주)메이크인,서울 &gt; 은평구,계약직,시설관리·경비·용역,학력무관,경력1년↑,"연봉 3,000만원",2025-08-05T17:47:21+0900,2025-08-15T23:59:59+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51478906&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
시니어,(주)대교뉴이프 직영 방문요양센터 도봉센터 직원 모집,(주)대교뉴이프,서울 &gt; 도봉구,"계약직 (정규직 전환가능),계약직",사회복지,학력무관,경력무관,면접후 결정,2025-07-28T09:14:28+0900,2025-09-26T23:59:59+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51404453&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
시니어,라우어 시니어타운 운전기사(셔틀버스) 모집,(주)썬시티,지역 비어있음,계약직,사회복지,학력무관,경력무관,월급 160만원,2025-07-21T09:27:28+0900,2025-08-20T23:59:59+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51346222&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
시니어,"[에스실] 현대본점 주얼리 신규오픈 매니저, 부매니저 모집",(주)에프에이모스트,서울 &gt; 강남구,"정규직,계약직 (정규직 전환가능),기간제,계약직",시설관리·경비·용역,학력무관,신입/경력,월급 330만원,2025-07-18T10:42:18+0900,2025-08-17T23:59:59+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51333171&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
시니어,(긴급)[행복한요양원 분당점] 간호조무사 채용,(주)분당시니어,경기 &gt; 광주시,"정규직,계약직 (정규직 전환가능),계약직",사회복지,학력무관,경력1년↑,월급 210만원,2025-07-17T09:53:00+0900,2025-08-16T23:59:59+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51322289&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
시니어,"[에스실] 신세계 강남점 주얼리  매니저, 부매니저, 3일PT 모집",(주)에프에이모스트,서울 &gt; 서초구,"정규직,계약직 (정규직 전환가능),기간제,계약직",시설관리·경비·용역,학력무관,경력무관,월급 330만원,2025-07-16T17:50:49+0900,2033-01-01T00:00:00+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51317124&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
시니어,강남시니어타운(성남 중원구) - 퐁당당 요양보호,강남시니어타운,경기 &gt; 성남시 중원구,"정규직,계약직 (정규직 전환가능),계약직",사회복지,학력무관,경력무관,월급 237만원,2025-07-09T16:24:39+0900,2025-09-07T23:59:59+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51254180&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
시니어,승합차 운전원(시간제) 모집,시니어학교 강동성내 데이케어센터,서울 &gt; 강동구,"파트,기간제,계약직",사회복지,학력무관,경력무관,"시급 10,030원",2025-07-08T16:07:13+0900,2033-01-01T00:00:00+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51241548&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
시니어,(주)대교뉴이프 직영 방문요양센터 화성센터 시설장 모집,(주)대교뉴이프,경기 &gt; 화성시,"계약직 (정규직 전환가능),계약직",사회복지,학력무관,경력2년↑,면접후 결정,2025-06-26T08:50:06+0900,2025-08-25T23:59:59+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51132294&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
고령자,[삼성전자 도곡] 성대회 비서행정 업무 채용,스탭스(주),서울 &gt; 강남구,"계약직,파견직",시설관리·경비·용역,학력무관,경력무관,월급 434만원,2025-08-07T18:02:23+0900,2025-08-25T23:59:59+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51502143&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
고령자,2025년도 제3차 신입·경력 직원 채용 공고,한국방송통신전파진흥원,전국 &gt; 전국,"정규직,무기계약직,계약직",정부·공공기관·공기업,학력무관,신입/경력,면접후 결정,2025-07-31T09:46:02+0900,2025-08-13T16:00:00+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51436340&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
고령자,"여수시도시관리공단(수영강사,수상안전요원,환경미화원)모집공고",국제커리어센터,전남 &gt; 여수시,계약직,정부·공공기관·공기업,학력무관,경력무관,면접후 결정,2025-07-30T10:39:28+0900,2033-01-01T00:00:00+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51428054&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
고령자,2025년도 제3차 신입 직원 채용 공고(미화),한국방송통신전파진흥원,"부산 &gt; 동구,전남 &gt; 나주시","무기계약직,계약직",정부·공공기관·공기업,학력무관,신입,면접후 결정,2025-07-30T10:04:20+0900,2025-08-13T16:00:00+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51427503&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
고령자,2025년 제3회 직원 채용공고(슬로프),오산도시공사,경기 &gt; 오산시,"정규직,계약직",시설관리·경비·용역,학력무관,신입/경력,면접후 결정,2025-07-29T07:29:54+0900,2025-08-14T18:00:00+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51415003&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
고령자,2025년 제3회 직원 채용공고(주차요원),오산도시공사,경기 &gt; 오산시,"정규직,계약직",시설관리·경비·용역,학력무관,신입/경력,면접후 결정,2025-07-29T07:25:25+0900,2025-08-14T18:00:00+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51415000&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
고령자,2025년 제3회 직원 채용공고(사무),오산도시공사,경기 &gt; 오산시,"정규직,계약직",시설관리·경비·용역,학력무관,신입/경력,면접후 결정,2025-07-29T07:20:57+0900,2025-08-14T18:00:00+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51414996&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
고령자,2025년 제3회 직원 채용공고(수영),오산도시공사,경기 &gt; 오산시,"정규직,계약직",시설관리·경비·용역,학력무관,신입/경력,면접후 결정,2025-07-29T07:15:59+0900,2025-08-14T18:00:00+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51414989&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
고령자,용인경전철 역무원(촉탁직) 채용,용인에버라인운영(주),경기 &gt; 용인시 처인구,"기간제,계약직",시설관리·경비·용역,학력무관,경력무관,면접후 결정,2025-07-24T17:23:43+0900,2025-08-10T23:59:59+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51386336&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
고령자,[삼성바이오로직스 설비운영지원팀  채용 ],(주)스카우트,인천 &gt; 연수구,"계약직,파견직",시설관리·경비·용역,학력무관,경력무관,면접후 결정,2025-07-22T21:37:46+0900,2025-08-21T23:59:59+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51366396&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
고령자,[삼성바이오로직스 설비운영지원팀 포지션 채용 ],(주)스카우트,인천 &gt; 연수구,"계약직,파견직",시설관리·경비·용역,학력무관,경력무관,면접후 결정,2025-07-22T21:37:12+0900,2025-08-21T23:59:59+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51366394&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
실버,대전 실버스테이 요양원 간호조무사,실버스테이요양원,대전 &gt; 동구,"정규직,계약직",사회복지,학력무관,경력무관,면접후 결정,2025-08-05T18:46:25+0900,2025-09-04T23:59:59+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51479376&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
실버,실버스테이 요양원 사회복지사/시설장 모십니다,실버스테이요양원,대전 &gt; 동구,"정규직,계약직",사회복지,학력무관,경력1년↑,면접후 결정,2025-08-05T18:45:05+0900,2025-09-04T23:59:59+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51479368&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
실버,태릉참실버케어 사무원 채용공고,태릉참실버케어,서울 &gt; 노원구,"무기계약직,계약직",사회복지,학력무관,경력무관,면접후 결정,2025-07-31T11:38:19+0900,2025-09-29T23:59:59+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51437841&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
실버,태릉참실버케어 시설관리인 채용공고,태릉참실버케어,서울 &gt; 노원구,"무기계약직,계약직",사회복지,학력무관,경력무관,면접후 결정,2025-07-31T11:35:27+0900,2025-09-29T23:59:59+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51437811&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
실버,태릉참실버케어 간호사 채용 공고,태릉참실버케어,서울 &gt; 노원구,"무기계약직,계약직",사회복지,학력무관,경력무관,월급 280만원,2025-07-31T11:32:20+0900,2025-09-29T23:59:59+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51437783&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
실버,(주)실버킹 본사 사무원 채용,(주)실버킹,경기 &gt; 고양시 덕양구,"정규직,계약직 (정규직 전환가능),계약직",사회복지,학력무관,경력무관,월급 230만원,2025-07-23T17:29:50+0900,2025-08-15T23:59:59+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51376073&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
실버,2025년 10차 울산북구실버케어센터 채용 공고(사무원),울산북구실버케어센터,울산 &gt; 북구,계약직,사회복지,학력무관,경력무관,면접후 결정,2025-07-22T17:55:30+0900,2025-08-22T23:59:59+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51365145&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
실버,실버타운 전문브랜드 서울시니어스고창타워 영양팀 영양사 채용,서울시니어스타워(주),전북 &gt; 고창군,"정규직,계약직 (정규직 전환가능),계약직",사회복지,학력무관,경력무관,면접후 결정,2025-07-16T15:18:59+0900,2025-08-15T23:59:59+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51315190&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
실버,노인요양시설 주야간 요양보호사,다사랑실버타운,대구 &gt; 동구,"계약직 (정규직 전환가능),계약직",사회복지,학력무관,경력무관,월급 230만원,2025-07-14T09:39:50+0900,2025-09-12T23:59:59+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51285926&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
실버,[조리사] 요양원 조리원 채용,다사랑실버타운,대구 &gt; 동구,계약직,사회복지,학력무관,경력무관,월급 222만원,2025-07-12T15:18:11+0900,2025-08-11T23:59:59+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51282085&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
실버,주간보호센타 요양보호사 추가 모집 합니다.,효심실버빌,경북 &gt; 김천시,"계약직 (정규직 전환가능),계약직",사회복지,학력무관,경력무관,월급 220만원,2025-07-08T08:58:38+0900,2025-08-31T23:59:59+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51235456&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
실버,방화역 단기 시설 요양보호사 모집합니다.,백영실버스테이,서울 &gt; 강서구,아르바이트,사회복지,학력무관,경력무관,"시급 10,030원",2025-07-06T09:56:35+0900,2033-01-01T00:00:00+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51220909&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
실버,[미화파트] 노인복지시설  미화원 채용공고,주식회사 세인츠,서울 &gt; 강남구,"기간제,계약직",시설관리·경비·용역,학력무관,경력무관,월급 214만원,2025-06-25T10:52:39+0900,2033-01-01T00:00:00+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51123144&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
실버,[요양보호사] 반석실버효공동생활가정(주주야야비비)(244),반석실버효센터,대전 &gt; 유성구,"계약직 (정규직 전환가능),계약직",사회복지,학력무관,경력무관,월급 244만원,2025-06-18T22:34:59+0900,2025-08-17T23:59:59+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51069920&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
실버,[차실버케어] 방문요양센터 사회복지사 모집,차실버케어,경기 &gt; 성남시 분당구,계약직,사회복지,학력무관,경력무관,면접후 결정,2025-06-17T08:03:30+0900,2025-08-16T23:59:59+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51048566&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
60세,한국정보기술연구원 채용공고,한국정보기술연구원,서울 &gt; 금천구,"계약직 (정규직 전환가능),기간제,계약직",정부·공공기관·공기업,학력무관,경력무관,면접후 결정,2025-08-06T09:56:49+0900,2025-08-20T23:59:59+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51484674&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
60세,2025년도 제5차 광주창조경제혁신센터 직원 공개채용공고,국제커리어센터,광주 &gt; 북구,계약직,정부·공공기관·공기업,학력무관,경력무관,면접후 결정,2025-08-05T18:32:33+0900,2025-08-19T16:00:00+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51479291&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
60세,EWP서비스(주) 신규 채용 공고,이더블유피서비스(주),"울산 &gt; 중구,충북 &gt; 음성군","인턴직 (정규직 전환가능),계약직,인턴직",시설관리·경비·용역,학력무관,신입/경력,회사내규에 따름,2025-08-05T15:21:02+0900,2025-08-15T23:59:59+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51477037&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
60세,제2025-4회 한국원자력의학원 정기직원채용,한국원자력의학원,서울 &gt; 노원구,"무기계약직,계약직",정부·공공기관·공기업,학력무관,신입,면접후 결정,2025-08-05T09:53:58+0900,2025-08-14T17:00:00+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51472799&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
60세,중증장애인요양시설 송죽원 생활지도원(사회복지사) 채용,국제커리어센터,제주 &gt; 제주시,계약직,사회복지,학력무관,경력무관,월급 211만원,2025-08-05T09:16:52+0900,2025-08-20T23:59:59+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51472192&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
60세,2025년도 금산군청소년상담복지센터  상담사 공개 채용,중부대학교 산학협력단,충남 &gt; 금산군,"기간제,계약직",정부·공공기관·공기업,학력무관,경력무관,면접후 결정,2025-07-30T15:30:11+0900,2025-08-11T23:59:59+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51430804&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
60세,공간정보품질관리원 2025년 제3차 채용 재공고 비정규직(비서),(재)공간정보품질관리원,서울 &gt; 영등포구,"기간제,계약직",정부·공공기관·공기업,학력무관,경력무관,면접후 결정,2025-07-29T09:00:21+0900,2025-08-08T16:00:00+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51415459&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
60세,김해국제공항 항공사 2차검색원(단시간근로자)모집,(주)유니에스시큐리티,부산 &gt; 강서구,계약직,시설관리·경비·용역,학력무관,경력무관,면접후 결정,2025-07-28T14:34:54+0900,2025-08-27T23:59:59+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51409154&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
60세,시립청소년음악센터 사업기획부 담당(신입) 채용,시립청소년음악센터,"서울 &gt; 강서구,서울 &gt; 구로구,서울 &gt; 양천구,경기 &gt; 부천시","계약직 (정규직 전환가능),기간제,계약직",정부·공공기관·공기업,학력무관,신입,면접후 결정,2025-07-25T14:49:33+0900,2025-08-11T23:59:59+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51394825&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
60세,남녀무관/초보 [대기업 소속 입사ㅣ주5일ㅣ피킹업무]부담당 모집,선림코퍼레이션,"서울 &gt; 강남구,서울 &gt; 관악구,서울 &gt; 노원구,서울 &gt; 송파구,서울 &gt; 용산구,경기 &gt; 경기전체,경기 &gt; 구리시,경기 &gt; 성남시 분당구,경기 &gt; 수원시,경기 &gt; 하남시","정규직,계약직",시설관리·경비·용역,학력무관,경력무관,면접후 결정,2025-07-25T13:53:32+0900,2025-08-09T23:59:59+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51394160&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
60세,청담역 오피스빌딩 시설관리 인력 채용(일근직),(주)부동산플래닛파트너스,서울 &gt; 강남구,계약직,시설관리·경비·용역,학력무관,경력2년↑,면접후 결정,2025-07-24T14:34:24+0900,2025-08-23T23:59:59+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51384355&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
60세,고우리 사회적협동조합 장애인 활동지원사 전담관리인력 채용,고우리사회적협동조합,서울 &gt; 은평구,"계약직 (정규직 전환가능),계약직",사회복지,학력무관,경력무관,면접후 결정,2025-07-24T11:23:23+0900,2025-08-12T23:59:59+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51382503&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
60세,김포공항 대한항공화물청사 보안검색원 모집,(주)유니에스시큐리티,서울 &gt; 강서구,"정규직,계약직",시설관리·경비·용역,학력무관,경력무관,면접후 결정,2025-07-23T08:45:06+0900,2025-08-22T23:59:59+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51369753&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
60세,2025년 제5차 직원 채용 공고,(재)서울특별시평생교육진흥원,"서울 &gt; 서울전체,서울 &gt; 강동구,서울 &gt; 관악구,서울 &gt; 금천구,서울 &gt; 마포구,서울 &gt; 종로구","정규직,계약직",정부·공공기관·공기업,학력무관,경력무관,면접후 결정,2025-07-22T11:52:02+0900,2025-08-15T17:00:00+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51360969&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
60세,경기도서민금융복지지원센터 2025년 제2차 인사채용,경기도서민금융복지지원센터,경기 &gt; 의정부시,"계약직 (정규직 전환가능),기간제,계약직",사회복지,학력무관,경력무관,면접후 결정,2025-07-22T11:38:04+0900,2025-08-09T18:00:00+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51360766&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
60세,[대기업 소속입사ㅣ김포ㅣ피킹업무ㅣ통근버스있음] 직원 모집,선림코퍼레이션,"서울 &gt; 서울전체,서울 &gt; 강서구,서울 &gt; 구로구,서울 &gt; 서대문구,서울 &gt; 양천구,경기 &gt; 경기전체,경기 &gt; 고양시,경기 &gt; 김포시,경기 &gt; 부천시,경기 &gt; 시흥시","정규직,계약직",시설관리·경비·용역,학력무관,경력무관,월급 230만원,2025-07-17T08:44:08+0900,2025-08-16T23:59:59+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51321302&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
60세,강남역 오피스빌딩 시설관리 인력 채용 (2교대),(주)부동산플래닛파트너스,서울 &gt; 강남구,계약직,시설관리·경비·용역,학력무관,경력2년↑,면접후 결정,2025-07-16T11:25:12+0900,2025-08-15T23:59:59+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51312415&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
60세,[시립중계노인전문요양원] 요양보호사 채용 공고,시립중계노인전문요양원,"서울 &gt; 강북구,서울 &gt; 노원구,서울 &gt; 도봉구,서울 &gt; 동대문구,서울 &gt; 중랑구",계약직,사회복지,학력무관,경력무관,월급 260만원,2025-07-02T09:05:12+0900,2025-08-31T23:59:59+0900,http://www.saramin.co.kr/zf_user/jobs/relay/view?rec_idx=51183863&utm_source=job-search-api&utm_medium=api&utm_campaign=saramin-job-search-api
